row_id,probe,condition,video_id,question_id,category_key,category_label,model_key,model_name,a_prior,a_visual,chosen_answer_type,is_correct,supports_logprob,logprob_prior,logprob_visual
1628,I-A,text_only,txt_v_027,txt_q_027,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
1629,I-A,text_only,txt_v_028,txt_q_028,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
1630,I-A,text_only,txt_v_029,txt_q_029,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
1631,I-A,text_only,txt_v_030,txt_q_030,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
1632,I-A,text_only,txt_v_031,txt_q_031,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
1633,I-A,text_only,txt_v_032,txt_q_032,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
1634,I-A,text_only,txt_v_033,txt_q_033,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
1635,I-A,text_only,txt_v_034,txt_q_034,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
1636,I-A,text_only,txt_v_035,txt_q_035,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
1637,I-A,text_only,txt_v_036,txt_q_036,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
1638,I-A,text_only,txt_v_037,txt_q_037,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
1639,I-A,text_only,txt_v_038,txt_q_038,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
1640,I-A,text_only,txt_v_039,txt_q_039,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
1641,I-A,text_only,txt_v_040,txt_q_040,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
1642,I-A,text_only,txt_v_041,txt_q_041,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
1643,I-A,text_only,txt_v_042,txt_q_042,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
1644,I-A,text_only,txt_v_043,txt_q_043,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
1645,I-A,text_only,txt_v_044,txt_q_044,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
1646,I-A,text_only,txt_v_045,txt_q_045,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
1647,I-A,text_only,txt_v_046,txt_q_046,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
1648,I-A,text_only,txt_v_047,txt_q_047,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
1649,I-A,text_only,txt_v_048,txt_q_048,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
1650,I-A,text_only,txt_v_049,txt_q_049,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
1651,I-A,text_only,txt_v_000,txt_q_050,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
1652,I-A,text_only,txt_v_001,txt_q_051,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
1653,I-A,text_only,txt_v_002,txt_q_052,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
1654,I-A,text_only,txt_v_003,txt_q_053,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
1655,I-A,text_only,txt_v_004,txt_q_054,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
1656,I-A,text_only,txt_v_005,txt_q_055,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
1657,I-A,text_only,txt_v_006,txt_q_056,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
1658,I-A,text_only,txt_v_007,txt_q_057,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
1659,I-A,text_only,txt_v_008,txt_q_058,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
1660,I-A,text_only,txt_v_009,txt_q_059,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
1661,I-A,text_only,txt_v_010,txt_q_060,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
1662,I-A,text_only,txt_v_011,txt_q_061,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
1663,I-A,text_only,txt_v_012,txt_q_062,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
1664,I-A,text_only,txt_v_013,txt_q_063,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
1665,I-A,text_only,txt_v_014,txt_q_064,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
1666,I-A,text_only,txt_v_015,txt_q_065,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
1667,I-A,text_only,txt_v_016,txt_q_066,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
1668,I-A,text_only,txt_v_017,txt_q_067,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
1669,I-A,text_only,txt_v_018,txt_q_068,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
1670,I-A,text_only,txt_v_019,txt_q_069,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
1671,I-A,text_only,txt_v_020,txt_q_070,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
1672,I-A,text_only,txt_v_021,txt_q_071,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
1673,I-A,text_only,txt_v_022,txt_q_072,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
1674,I-A,text_only,txt_v_023,txt_q_073,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
1675,I-A,text_only,txt_v_024,txt_q_074,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
1676,I-A,text_only,txt_v_025,txt_q_075,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
1677,I-A,text_only,txt_v_026,txt_q_076,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
1678,I-A,text_only,txt_v_027,txt_q_077,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
1679,I-A,text_only,txt_v_028,txt_q_078,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
1680,I-A,text_only,txt_v_029,txt_q_079,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
1681,I-A,text_only,txt_v_030,txt_q_080,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
1682,I-A,text_only,txt_v_031,txt_q_081,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
1683,I-A,text_only,txt_v_032,txt_q_082,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
1684,I-A,text_only,txt_v_033,txt_q_083,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
1685,I-A,text_only,txt_v_034,txt_q_084,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
1686,I-A,text_only,txt_v_035,txt_q_085,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
1687,I-A,text_only,txt_v_036,txt_q_086,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
1688,I-A,text_only,txt_v_037,txt_q_087,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
1689,I-A,text_only,txt_v_038,txt_q_088,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
1690,I-A,text_only,txt_v_039,txt_q_089,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
1691,I-A,text_only,txt_v_040,txt_q_090,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
1692,I-A,text_only,txt_v_041,txt_q_091,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
1693,I-A,text_only,txt_v_042,txt_q_092,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
1694,I-A,text_only,txt_v_043,txt_q_093,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
1695,I-A,text_only,txt_v_044,txt_q_094,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
1696,I-A,text_only,txt_v_045,txt_q_095,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
1697,I-A,text_only,txt_v_046,txt_q_096,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
1698,I-A,text_only,txt_v_047,txt_q_097,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
1699,I-A,text_only,txt_v_048,txt_q_098,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
1700,I-A,text_only,txt_v_049,txt_q_099,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
1701,I-A,text_only,txt_v_000,txt_q_100,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
1702,I-A,text_only,txt_v_001,txt_q_101,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
1703,I-A,text_only,txt_v_002,txt_q_102,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
1704,I-A,text_only,txt_v_003,txt_q_103,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
1705,I-A,text_only,txt_v_004,txt_q_104,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
1706,I-A,text_only,txt_v_005,txt_q_105,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
1707,I-A,text_only,txt_v_006,txt_q_106,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
1708,I-A,text_only,txt_v_007,txt_q_107,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
1709,I-A,text_only,txt_v_008,txt_q_108,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
1710,I-A,text_only,txt_v_009,txt_q_109,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
1711,I-A,text_only,txt_v_010,txt_q_110,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
1712,I-A,text_only,txt_v_011,txt_q_111,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
1713,I-A,text_only,txt_v_012,txt_q_112,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
1714,I-A,text_only,txt_v_013,txt_q_113,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
1715,I-A,text_only,txt_v_014,txt_q_114,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
1716,I-A,text_only,txt_v_015,txt_q_115,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
1717,I-A,text_only,txt_v_016,txt_q_116,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
1718,I-A,text_only,txt_v_017,txt_q_117,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
1719,I-A,text_only,txt_v_018,txt_q_118,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
1720,I-A,text_only,txt_v_019,txt_q_119,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
1721,I-A,text_only,txt_v_020,txt_q_120,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
1722,I-A,text_only,txt_v_021,txt_q_121,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
1723,I-A,text_only,txt_v_022,txt_q_122,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
1724,I-A,text_only,txt_v_023,txt_q_123,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
1725,I-A,text_only,txt_v_024,txt_q_124,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
1726,I-A,text_only,txt_v_025,txt_q_125,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
1727,I-A,text_only,txt_v_026,txt_q_126,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
1728,I-A,text_only,txt_v_027,txt_q_127,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
1729,I-A,text_only,txt_v_028,txt_q_128,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
1730,I-A,text_only,txt_v_029,txt_q_129,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
1731,I-A,text_only,txt_v_030,txt_q_130,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
1732,I-A,text_only,txt_v_031,txt_q_131,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
1733,I-A,text_only,txt_v_032,txt_q_132,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
1734,I-A,text_only,txt_v_033,txt_q_133,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
1735,I-A,text_only,txt_v_034,txt_q_134,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
1736,I-A,text_only,txt_v_035,txt_q_135,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
1737,I-A,text_only,txt_v_036,txt_q_136,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
1738,I-A,text_only,txt_v_037,txt_q_137,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
1739,I-A,text_only,txt_v_038,txt_q_138,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
1740,I-A,text_only,txt_v_039,txt_q_139,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
1741,I-A,text_only,txt_v_040,txt_q_140,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
1742,I-A,text_only,txt_v_041,txt_q_141,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
1743,I-A,text_only,txt_v_042,txt_q_142,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
1744,I-A,text_only,txt_v_043,txt_q_143,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
1745,I-A,text_only,txt_v_044,txt_q_144,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
1746,I-A,text_only,txt_v_045,txt_q_145,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
1747,I-A,text_only,txt_v_046,txt_q_146,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
1748,I-A,text_only,txt_v_047,txt_q_147,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
1749,I-A,text_only,txt_v_048,txt_q_148,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
1750,I-A,text_only,txt_v_049,txt_q_149,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
1751,I-A,text_only,txt_v_000,txt_q_150,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
1752,I-A,text_only,txt_v_001,txt_q_151,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
1753,I-A,text_only,txt_v_002,txt_q_152,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
1754,I-A,text_only,txt_v_003,txt_q_153,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
1755,I-A,text_only,txt_v_004,txt_q_154,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
1756,I-A,text_only,txt_v_005,txt_q_155,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
1757,I-A,text_only,txt_v_006,txt_q_156,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
1758,I-A,text_only,txt_v_007,txt_q_157,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
1759,I-A,text_only,txt_v_008,txt_q_158,falling_objects,Falling objects,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
1760,I-A,text_only,txt_v_009,txt_q_159,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
1761,I-A,text_only,txt_v_010,txt_q_160,glass_breaking,Glass breaking,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
